"taxon","state","turnover","net.div","speciation","extinct.frac","extinction"
"Rham_001_Pomaderris_adnata_FN_455_",0,0.614962293247654,0.41629093721955,0.515626615233602,0.178519304734258,0.0993356780140517
"Rham_024_Pomaderris_delicata_CANB_J_McAuliffe_1966_",0,0.637987574562217,0.429712665456954,0.533850120009585,0.180591510255129,0.104137454552632
"Rham_030_Pomaderris_elliptica_subsp_ellitpica_FN_440_",0,0.662897846423531,0.444075620387378,0.553486733405455,0.182818914407452,0.109411113018076
"Rham_076_Pomaderris_vaccinifolia_CC_378_",0,0.662897846459604,0.444075620437365,0.553486733448484,0.182818914362009,0.109411113011119
"Rham_029_Pomaderris_elliptica_subsp_diemenica_FN_438_",0,0.654171008877701,0.439123328379708,0.546647168628704,0.182021133139036,0.107523840248997
"Rham_040_Pomaderris_hamiltonii_FN_456_",0,0.689392148477137,0.459639330964045,0.574515739720591,0.184891410926775,0.114876408756546
"Rham_045_Pomaderris_kumeraho_FN_468_",0,0.692060624688048,0.461194914592472,0.57662776964026,0.185097230519348,0.115432855047788
"Rham_211_Pomaderris_intermedia_FN_866_",0,0.692060624679687,0.46119491458903,0.576627769634359,0.185097230516022,0.115432855045328
"Rham_215_Pomaderris_pilifera_FN_870_",0,0.590316631998587,0.401602307657439,0.495959469828013,0.176460788125344,0.0943571621705741
"Rham_003_Pomaderris_andromedifolia_subsp_andromedifolia_FN_392_",0,0.461030161704185,0.320394884791109,0.390712523247647,0.167490295188315,0.0703176384565383
"Rham_212_Pomaderris_lanigera_FN_867a_",0,0.461030161182292,0.3203948846399,0.390712522911096,0.167490294945923,0.0703176382711962
"Rham_011_Pomaderris_aurea_FN_443_",0,0.432468761747293,0.302373423023587,0.36742109238544,0.166736953674277,0.0650476693618528
"Rham_012_Pomaderris_betulina_subsp_betulina_FN_448_",0,0.671961939324432,0.450393243424415,0.561177591374423,0.182039066641914,0.110784347950009
"Rham_023_Pomaderris_cotoneaster_CANB_J_McAuliffe_1805_",0,0.671961939352955,0.450393243455476,0.561177591404215,0.182039066615382,0.11078434794874
"Rham_219_Pomaderris_rugosa_FN_920_",0,0.657869423559334,0.442246632745142,0.550058028152238,0.180831015429056,0.107811395407096
"Rham_220_Pomaderris_prunifolia_var_edgerleyi_FN_921_",0,0.651102171869178,0.43832402437482,0.544713098121999,0.180243747434665,0.106389073747179
"Rham_060_Pomaderris_pauciflora_FN_462_",0,0.660240387632081,0.443499796859002,0.551870092245541,0.181109221143365,0.10837029538654
"Rham_22_2_Pomaderris_briagolensis_FN_452_",0,0.660240387677006,0.443499796929419,0.551870092303212,0.181109221077914,0.108370295373794
"Rham_083_Pomaderris_eriocephala_FN_383_",0,0.663406268693877,0.445277155940507,0.554341712317192,0.181469397370134,0.109064556376685
"Rham_73_2_Pomaderris_subcapitata_FN_453_",0,0.669924506058169,0.449057166750679,0.559490836404424,0.182007565550732,0.110433669653745
"Rham_78_2_Pomaderris_velutina_CANB_J_McAuliffe_1754_",0,0.669924506058905,0.449057166756746,0.559490836407825,0.182007565538722,0.110433669651079
"Rham_042_Pomaderris_helianthemifolia_subsp_helianthemifolia_FN_441_",0,0.611870516192951,0.415509804124674,0.513690160158813,0.176146520873656,0.0981803560341382
"Rham_04_2_Pomaderris_angustifolia_FN_372_",0,0.611870516054143,0.415509804254014,0.513690160154078,0.176146520611871,0.0981803559000644
"Rham_066_Pomaderris_queenslandica_FN_460_",0,0.546476393676054,0.377618644355812,0.462047519015933,0.169900979323433,0.0844288746601212
"Rham_059_Pomaderris_parrisiae_FN_385_",0,0.656416014261681,0.440884226472512,0.548650120367097,0.181273397490327,0.107765893894585
"Rham_216_Pomaderris_nitidula_NGW_7757_",0,0.681915034457675,0.455598909682758,0.568756972070216,0.183514943710232,0.113158062387458
"Rham_80_2_Pomaderris_walshii_CANB_S_Pedessen_1407_",0,0.681915034281202,0.455598909592435,0.568756971936818,0.183514943676562,0.113158062344384
"Rham_199_Pomaderris_argyrophylla_FN_829_",0,0.627962475733623,0.4246632192287,0.526312847481161,0.178107967062743,0.101649628252461
"Rham_203_Pomaderris_coomingalensis_FN_858_",0,0.627962475705086,0.424663219341003,0.526312847523045,0.178107966892441,0.101649628182042
"Rham_047_Pomaderris_ledifolia_FN_464_",0,0.474764791100443,0.33434935165836,0.404557071379401,0.163420098262227,0.0702077197210415
"Rham_230_Pomaderris_gilmourii_FN_869_",0,0.487680414716569,0.342286834359176,0.414983624537873,0.163890339886629,0.0726967901786965
"Rham_79_2_Pomaderris_virgata_FN_432_",0,0.487680414900221,0.34228683455627,0.414983624728245,0.163890339788462,0.0726967901719754
"Rham_020_Pomaderris_cinerea_CANB_J_McAuliffe_1767_",0,0.533679193315413,0.370145455210728,0.45191232426307,0.16818043475202,0.0817668690523426
"Rham_061_Pomaderris_phylicifolia_subsp_ericoides_smaller_leaves_more_revolute_margins_etc_FN_390_",0,0.56177918445815,0.386736750102443,0.474257967280296,0.170443416266454,0.0875212171778535
"Rham_221_Pomaderris_amoena_FN_922_",0,0.561779184240688,0.386736750240329,0.474257967240509,0.170443415963473,0.0875212170001793
"Rham_022_Pomaderris_costata_FN_435_",0,0.556351817366068,0.383597552038727,0.469974684702397,0.169885916637899,0.0863771326636703
"Rham_055_Pomaderris_pallida_CANB_ML_Henery_44_",0,0.556351817093765,0.383597552269083,0.469974684681424,0.169885916192054,0.0863771324123414
"Rham_74_2_Pomaderris_subplicata_FN_444_",0,0.45170582835526,0.31964276509514,0.3856742967252,0.162294102915788,0.0660315316300598
"Rham_014_Pomaderris_bodalla_CANB_J_McAuliffe_1955_",0,0.516194080491002,0.359394188334412,0.437794134412707,0.167329159794191,0.0783999460782948
"Rham_018_Pomaderris_brunnea_CANB_JL_Percival_120_",0,0.633358061659492,0.427793505057662,0.530575783358577,0.178975283503773,0.102782278300915
"Rham_026_Pomaderris_discolor_FN_376_",0,0.658295257623919,0.442258707919802,0.550276982771861,0.18120289946934,0.108018274852059
"Rham_039_Pomaderris_graniticola_FN_465_",0,0.665583373305252,0.446474744872843,0.556029059089047,0.181823525850299,0.109554314216204
"Rham_210_Pomaderris_ferruginea_FN_865_",0,0.665583373299958,0.446474744888871,0.556029059094414,0.18182352582908,0.109554314205543
"Rham_049_Pomaderris_mediora_FN_463_",0,0.677229199703862,0.453148141487374,0.565188670595618,0.182897067842198,0.112040529108244
"Rham_214_Pomaderris_ligustrina_subsp_ligustrina_FN_868_",0,0.6772291996208,0.453148141457382,0.565188670539091,0.182897067796153,0.112040529081709
"Rham_72_2_Pomaderris_sericea_FN_459_",0,0.597449077947367,0.407013818838707,0.502231448393037,0.175452336616118,0.0952176295543301
"Rham_201_Pomaderris_clivicola_FN_831_",0,0.455226644305604,0.32182928626127,0.388527965283437,0.162559562050597,0.066698679022167
