"taxon","state","turnover","net.div","speciation","extinct.frac","extinction"
"Cryptandra_spyridioides",0,0.0821510468624333,0.0813970993329456,0.0817740730976895,0.00307274989501836,0.00037697376474386
"Cryptandra_subtilis",0,0.0821510468614201,0.0813970993319233,0.0817740730966717,0.00307274989502618,0.00037697376474842
"Cryptandra_arbutiflora",0,0.0885101297580127,0.0876869492711755,0.0880985395145941,0.00308810631341178,0.000411590243418562
"Cryptandra_pendula",0,0.0885101297672033,0.0876869492802812,0.0880985395237423,0.00308810631344499,0.000411590243461056
"Cryptandra_stellulata",0,0.0842113309240904,0.083436924967097,0.0838241279455937,0.00307309008502675,0.00038720297849668
"Cryptandra_multispina",0,0.0821707251960982,0.0814166227917899,0.081793673993944,0.00307264084565925,0.000377051202154153
"Cryptandra_congesta",0,0.0821471328710825,0.0813932137512647,0.0817701733111736,0.00307279428814797,0.00037695955990892
"Cryptandra_myriantha_JK248",0,0.108252539461661,0.10718575291743,0.107719146189545,0.00316741602309589,0.000533393272115091
"Cryptandra_scoparia",0,0.108252539462963,0.107185752919061,0.107719146191012,0.00316741602283462,0.00053339327195084
"Cryptandra_nutans",0,0.0960887872011396,0.0951769096844545,0.095632848442797,0.00310852182923276,0.00045593875834255
"Cryptandra_distigma",0,0.0960887871978841,0.0951769096812555,0.0956328484395698,0.00310852182915586,0.000455938758314267
"Cryptandra_Mukinbudin",0,0.0822052466364752,0.0814508925401777,0.0818280695883264,0.00307213725939289,0.000377177048148764
"Cryptandra_spyridioides_DEL",0,0.0822052466304196,0.0814508925340793,0.0818280695822494,0.00307213725942268,0.000377177048170176
"Cryptandra_monticola",0,0.0821791430452409,0.0814249732690631,0.081802058157152,0.00307257361306226,0.000377084888088894
"Cryptandra_apetala",0,0.0821791430405972,0.0814249732643943,0.0818020581524957,0.00307257361308074,0.000377084888101419
"Cryptandra_recurva",0,0.0843834621791283,0.0836072662152775,0.0839953641972029,0.0030666313636798,0.000388097981925373
"Cryptandra_sabulicola",0,0.0843834621756624,0.0836072662117336,0.083995364193698,0.00306663136372675,0.000388097981964388
"Cryptandra_nola",0,0.0821417611781732,0.0813878877984878,0.0817648244883305,0.00307276392956368,0.000376936689842708
"Cryptandra_dielsii",0,0.0821590500048884,0.0814050721920757,0.081782061098482,0.00307238639555737,0.000376988906406356
"Cryptandra_intonsa",0,0.0824500463090144,0.0816936712420687,0.0820718587755415,0.00306982154817466,0.000378187533472829
"Cryptandra_leucopogon",0,0.0824500463056869,0.0816936712387052,0.0820718587721961,0.00306982154820204,0.000378187533490853
"Cryptandra_intratropica",0,0.0826067278644834,0.081848389967953,0.0822275589162182,0.00307384328533566,0.000379168948265165
"Cryptandra_triplex",0,0.0851024074119517,0.0843179806442372,0.0847101940280944,0.00307663799958458,0.000392213383857242
"Cryptandra_filiformis",0,0.0851024074128088,0.0843179806450086,0.0847101940289087,0.00307663799963125,0.000392213383900115
"Cryptandra_pogonoloba",0,0.0823760537323263,0.0816200027844519,0.0819980282583891,0.00307328413548495,0.000378025473937208
"Cryptandra_gemmata",0,0.0822701707586442,0.0815151517401367,0.0818926612493904,0.00307291654416059,0.000377509509253758
"Cryptandra_Canberra",0,0.0863040768069543,0.0855036516596834,0.0859038642333188,0.00309479082745383,0.00040021257363544
"Cryptandra_amara",0,0.0910656649728569,0.0902074699855456,0.0906365674792012,0.00312153038727848,0.000429097493655619
"Cryptandra_spinescens",0,0.0910656649880828,0.0902074700006205,0.0906365674943516,0.00312153038735271,0.00042909749373117
"Cryptandra_Russell",0,0.087221282873216,0.0864104632666331,0.0868158730699246,0.00309681257574114,0.000405409803291447
"Cryptandra_Bundanoon",0,0.0872212828793305,0.0864104632726429,0.0868158730759867,0.00309681257579617,0.000405409803343808
"Cryptandra_connata",0,0.0997258199879237,0.0987678233128215,0.0992468216503726,0.0031234387096685,0.000478998337551061
"Cryptandra_imbricata",0,0.0997258199863565,0.0987678233113784,0.0992468216488674,0.00312343870954544,0.000478998337489079
"Cryptandra_armata",0,0.0831683267814862,0.0824051712478118,0.082786749014649,0.00306837720893204,0.000381577766837219
"Cryptandra_campanulata",0,0.0821643030106628,0.0814102446396808,0.0817872738251718,0.00307274631956688,0.00037702918549097
"Cryptandra_ericoides",0,0.0852380907748307,0.0844532985637427,0.0848456946692867,0.00307045522618149,0.000392396105544012
"Cryptandra_exilis",0,0.114855061096013,0.113701876027624,0.114278468561819,0.00321095792417861,0.000576592534194298
"Cryptandra_alpina",0,0.114855061133757,0.113701876065883,0.11427846859982,0.00321095792377724,0.000576592533937046
"Cryptandra_ciliata",0,0.104064041346853,0.103042892785328,0.10355346706609,0.00319494472661125,0.000510574280762554
"Cryptandra_propinqua",0,0.104064041340799,0.103042892779296,0.103553467060047,0.00319494472653598,0.000510574280751455
"Cryptandra_speciosa",0,0.0892243333876285,0.0883898840105771,0.0888071086991028,0.0031085449814749,0.000417224688525692
"Cryptandra_lanosiflora",0,0.0851456759065603,0.0843595831808522,0.0847526295437063,0.00308504275275122,0.000393046362854057
"Cryptandra_debilis",0,0.0827964564985336,0.08203640199506,0.0824164292467968,0.00307306070471516,0.000380027251736797
"Cryptandra_tomentosa",0,0.084207040453818,0.083433107321827,0.0838200738878225,0.00306817261972929,0.000386966565995492
"Cryptandra_myriantha_FN810",0,0.0842070404490289,0.0834331073169405,0.0838200738829847,0.00306817261979014,0.00038696656604424
"Cryptandra_longistaminea",0,0.101657281678563,0.100671150282064,0.101164215980313,0.00313024754360028,0.000493065698249721
"Cryptandra_orbicularis",0,0.101657281678446,0.100671150282087,0.101164215980267,0.0031302475434645,0.000493065698179763
"Cryptandra_tomentosa_spiny",0,0.0821494017813957,0.0813954777506808,0.0817724397660383,0.00307265075111334,0.000376962015357429
"Cryptandra_micrantha",0,0.0821412869356516,0.0813874251117908,0.0817643560237212,0.00307267657947583,0.00037693091193039
"Cryptandra_wilsonii",0,0.0844897372181384,0.0837110558521863,0.0841003965351624,0.0030806813788242,0.00038934068297607
"Cryptandra_setifera",0,0.0844897372208931,0.083711055854885,0.0841003965378891,0.0030806813788354,0.00038934068300403
"Cryptandra_minutifolia",0,0.102002854652909,0.101008676752563,0.101505765702736,0.00317999220651355,0.000497088950173004
"Cryptandra_beverleyensis",0,0.102002854646249,0.10100867674592,0.101505765696085,0.00317999220644354,0.000497088950164555
"Cryptandra_crispula",0,0.0871006277445195,0.0862907191642228,0.0866956734543712,0.00310023207034988,0.000404954290148343
"Cryptandra_aridicola",0,0.0896000671972149,0.0887611151221665,0.0891805911596907,0.00310805917892332,0.000419476037524196
"Cryptandra_magniflora",0,0.0896000672118045,0.0887611151365828,0.0891805911741936,0.00310805917901197,0.000419476037610845
"Cryptandra_exserta",0,0.0825875039574287,0.0818292625023122,0.0822083832298704,0.00307449640483025,0.000379120727558239
"Blackallia_nudiflora",0,0.0821359463533059,0.0813821275749397,0.0817590369641228,0.00307263654126376,0.000376909389183096
"Papistylus_grandiflorus",0,0.0821359463510935,0.0813821275727087,0.0817590369619011,0.00307263654127619,0.000376909389192403
"Serichonus_gracilipes",0,0.0821344226889216,0.0813806061712227,0.0817575144300721,0.00307273703334709,0.000376908258849433
"Spyridium_subochreatum",0,0.08897484346461,0.0881436002625614,0.0885592218635857,0.00310727217701173,0.000415621601024297
"Spyridium_oligocephalum",0,0.121408258203781,0.120162894336291,0.120785576270036,0.00328954910427356,0.000622681933744827
"Spyridium_polycephalum",0,0.121408258244804,0.120162894377831,0.120785576311318,0.00328954910386039,0.000622681933486424
"Spyridium_stenophyllum",0,0.0916221298501414,0.0907601966162108,0.0911911632331761,0.00311146560155693,0.00043096661696528
"Spyridium_bifidum",0,0.0916221298418368,0.0907601966078831,0.09119116322486,0.0031114656015194,0.000430966616976827
"Spyridium_daphnifolium",0,0.0853417146414986,0.0845530690192614,0.08494739183038,0.00308572539228521,0.000394322811118587
"Spyridium_subochreatum_CC372",0,0.0853417146452903,0.0845530690229572,0.0849473918341237,0.00308572539234669,0.000394322811166539
"Spyridium_latifolium",0,0.0839464071584812,0.0831728392138307,0.083559623186156,0.00308411208585218,0.000386783972325217
"Spyridium_vexilliferum",0,0.086316712262432,0.0855153639080236,0.0859160380852278,0.00309867314788324,0.000400674177204229
"Spyridium_coactilifolium",0,0.101442180065813,0.100450522477771,0.100946351271792,0.00319665410780624,0.000495828794021057
"Spyridium_fontis-woodii",0,0.128882229061791,0.127517935270285,0.128200082166038,0.00338837228348126,0.000682146895752708
"Spyridium_furculentum",0,0.128882229084555,0.127517935293187,0.128200082188871,0.00338837228331049,0.000682146895684266
"Spyridium_waterhousei",0,0.124209414732735,0.122899774391486,0.12355459456211,0.00337835085213771,0.000654820170624105
"Spyridium_scabridum",0,0.124209414735757,0.122899774394477,0.123554594565117,0.00337835085206299,0.000654820170639794
"Spyridium_bracteatum",0,0.102103569485558,0.101097614392741,0.10160059193915,0.00321631826466282,0.000502977546408362
"Spyridium_coalitum",0,0.125078445025935,0.123764515732771,0.124421480379353,0.00336576145595263,0.000656964646582106
"Spyridium_eriocephalum",0,0.125078445042128,0.123764515749045,0.124421480395587,0.00336576145578589,0.00065696464654175
"Spyridium_cinereum",0,0.0835037722094873,0.0827355155574853,0.0831196438834863,0.00307936149194749,0.000384128326001031
"Spyridium_obcordatum",0,0.0835037722093756,0.082735515557357,0.0831196438833663,0.00307936149195444,0.000384128326009304
"Spyridium_undulifolium",0,0.0827049818596173,0.0819453800758957,0.0823251809677565,0.00307594885234882,0.000379800891860792
"Spyridium_ulicinum",0,0.116819702341194,0.115617516722848,0.116218609532021,0.00331295317719474,0.00060109280917313
"Spyridium_lawrencei",0,0.131306577176829,0.129900151154352,0.130603364165591,0.00342460115765886,0.000703213011238321
"Spyridium_obovatum",0,0.131306577185049,0.129900151162585,0.130603364173817,0.00342460115759285,0.000703213011232243
"Spyridium_gunnii",0,0.0967706704172142,0.0958403993922614,0.0963055349047378,0.00315969958856197,0.000465135512476412
"Spyridium_cordatum",0,0.20030250003519,0.197867284237165,0.199084892136178,0.00400735438085656,0.00121760789901234
"Spyridium_Jerdacuttup",0,0.200302500381365,0.197867284585079,0.199084892483222,0.00400735437980718,0.00121760789814285
"Spyridium_microcephalum",0,0.127519800057423,0.126160016696328,0.126839908376876,0.0034177648965266,0.000679891680547354
"Spyridium_minutum",0,0.115203962309161,0.114018920676058,0.114611441492609,0.00331721648285996,0.000592520816551763
"Spyridium_mucronatum",0,0.0936335193634469,0.0927420397021396,0.0931877795327932,0.00314516769528966,0.000445739830653634
"Spyridium_globulosum",0,0.11611671712325,0.114930504959759,0.115523611041505,0.00329716186660452,0.000593106081745824
"Spyridium_riparium",0,0.142167419188814,0.140615210196618,0.141391314692716,0.00349271123504898,0.000776104496097965
"Spyridium_spadiceum",0,0.142167419239371,0.140615210247508,0.141391314743439,0.00349271123476882,0.000776104495931121
"Spyridium_majoranifolium",0,0.0876177972513168,0.0868027450084758,0.0872102711298963,0.00310049490659153,0.000407526121420499
"Spyridium_glaucum",0,0.0830279432875827,0.0822649516586791,0.0826464474731309,0.00307720267646721,0.000381495814451798
"Spyridium_tricolor",0,0.08236806601482,0.0816120263270051,0.0819900461709125,0.00307379891539765,0.00037801984390747
"Spyridium_scortechinii",0,0.0855555074867991,0.0847663896034536,0.0851609485451264,0.00307601534793792,0.000394558941672723
"Spyridium_buxifolium",0,0.0930165991980526,0.0921393862427223,0.0925779927203875,0.00310767011067607,0.000438606477665186
"Spyridium_burragorang",0,0.0930165991884023,0.0921393862331226,0.0925779927107625,0.0031076701106113,0.00043860647763982
"Siegfriedia_darwinioides",0,0.0821342650363853,0.0813804477428051,0.0817573563895952,0.00307275868467292,0.000376908646790069
"Pomaderris_brevifolia",0,0.100173111566233,0.0992086338698569,0.0996908727180449,0.00314173327180023,0.000482238848187991
"Pomaderris_myrtilloides",0,0.100173111559512,0.0992086338632051,0.0996908727113586,0.00314173327170547,0.000482238848153424
"Pomaderris_grandis",0,0.0840223579823752,0.0832488539281359,0.0836356059552556,0.00307979981967349,0.000386752027119679
"Pomaderris_forrestiana",0,0.0846299106084946,0.0838496898890194,0.084239800248757,0.00308161114129152,0.000390110359737618
"Pomaderris_rotundifolia",0,0.0846299106124863,0.0838496898929921,0.0842398002527392,0.00308161114128117,0.000390110359747062
"Pomaderris_apetala",0,0.163380431306134,0.161524500606261,0.162452465956197,0.00364227973066415,0.000927965349936476
"Pomaderris_aspera",0,0.163380431538294,0.161524500839431,0.162452466188863,0.00364227972991259,0.000927965349431253
"Pomaderris_buchanensis",0,0.131075137938697,0.12967095336178,0.130373045650239,0.00342297043070755,0.000702092288458698
"Pomaderris_oblongifolia",0,0.131075137970182,0.129670953393499,0.130373045681841,0.00342297043047823,0.00070209228834179
"Pomaderris_oraria",0,0.0976652604506968,0.096716399888112,0.0971908301694044,0.00318855354298944,0.000474430281292424
"Pomaderris_brogoensis",0,0.201502380894023,0.199019140622324,0.200260760758174,0.00407086287971657,0.00124162013584993
"Pomaderris_paniculosa",0,0.201502381037133,0.199019140765666,0.200260760901399,0.00407086287952179,0.00124162013573363
"Pomaderris_halmaturina",0,0.167024847447724,0.165071079678385,0.166047963563054,0.0037709901485939,0.000976883884669531
"Pomaderris_flabellaris",0,0.112725761208163,0.111569920900523,0.112147841054343,0.00330937383591842,0.000577920153819709
"Pomaderris_racemosa",0,0.0918497673098752,0.0909778137003947,0.091413790505135,0.00314252534816888,0.000435976804740279
"Pomaderris_elachophylla",0,0.0876997121836699,0.086880684731435,0.0872901984575525,0.00311101164956927,0.00040951372611745
"Pomaderris_obcordata",0,0.0857740649607149,0.0849787561416872,0.085376410551201,0.00309696560622175,0.00039765440951382
"Pomaderris_vellea",0,0.110777655545107,0.109674999278749,0.110226327411928,0.00320240081680993,0.000551328133179154
"Pomaderris_crassifolia",0,0.110777655559615,0.10967499929364,0.110226327426627,0.00320240081650715,0.000551328132987426
"Pomaderris_tropica",0,0.0865867997249535,0.0857822163243131,0.0861845080246333,0.00309884687658592,0.000402291700320219
"Pomaderris_canescens",0,0.0865867997307253,0.0857822163300051,0.0861845080303652,0.00309884687662306,0.000402291700360118
"Pomaderris_angustifolia",0,0.207305308466892,0.204748041995323,0.206026675231108,0.00408852525250184,0.0012786332357845
"Pomaderris_helianthemifolia",0,0.207305308908418,0.204748042439073,0.206026675673746,0.00408852525118234,0.00127863323467255
"Pomaderris_phylicifolia",0,0.164177964567703,0.162268553075992,0.163223258821848,0.00373797468212198,0.000954705745855512
"Pomaderris_amoena",0,0.164177964669155,0.162268553177748,0.163223258923451,0.00373797468183719,0.000954705745703511
"Pomaderris_pauciflora",0,0.114878642152296,0.11369106667156,0.114284854411928,0.00333058624729529,0.000593787740367914
"Pomaderris_betulina",0,0.144225474630476,0.142610128425843,0.14341780152816,0.00358067427484082,0.000807673102316649
"Pomaderris_prunifolia",0,0.164163278757367,0.162248761256353,0.16320602000686,0.00375013673891433,0.000957258750506816
"Pomaderris_rugosa",0,0.164163278812151,0.162248761311314,0.163206020061732,0.00375013673875066,0.000957258750418321
"Pomaderris_brunnea",0,0.175795224943513,0.173699926892128,0.174747575917821,0.00385957831167013,0.00104764902569247
"Pomaderris_eriocephala",0,0.175795225009323,0.173699926958077,0.1747475759837,0.00385957831153064,0.00104764902562306
"Pomaderris_subcapitata",0,0.153494076480345,0.151737695470493,0.152615885975419,0.00366665598073466,0.000878190504926053
"Pomaderris_velutina",0,0.140358272099739,0.13879888010178,0.13957857610076,0.00355103643121057,0.000779695998979688
"Pomaderris_briagolensis",0,0.147443852941445,0.145784281328391,0.146614067134918,0.00359790103219338,0.000829785806526816
"Pomaderris_pallida",0,0.147443852961074,0.145784281348119,0.146614067154596,0.00359790103209827,0.000829785806477406
"Pomaderris_subplicata",0,0.133503208734575,0.132048901080425,0.1327760549075,0.0034822897396493,0.000727153827074747
"Pomaderris_bodalla",0,0.144768023767057,0.143142404654079,0.143955214210568,0.00359094931594411,0.000812809556489334
"Pomaderris_graniticola",0,0.144814024167855,0.143187718325337,0.144000871246596,0.00359134286778686,0.000813152921259108
"Pomaderris_ligustrina",0,0.144814024167855,0.143187718325337,0.144000871246596,0.00359134286778686,0.000813152921259108
"Pomaderris_mediora",0,0.144814024167895,0.143187718325376,0.144000871246635,0.00359134286778686,0.000813152921259237
"Pomaderris_ferruginea",0,0.144814024167895,0.143187718325376,0.144000871246635,0.00359134286778686,0.000813152921259237
"Pomaderris_cotoneaster",0,0.0967521369957424,0.0958155034295492,0.0962838202126458,0.00318128619563864,0.000468316783096561
"Pomaderris_cinerea",0,0.112315408506533,0.111164910798678,0.111740159652605,0.00330575842665801,0.000575248853927123
"Pomaderris_gilmourii",0,0.112315408501409,0.111164910793475,0.111740159647442,0.00330575842666534,0.000575248853966747
"Pomaderris_costata",0,0.131274958430078,0.12985689705033,0.130565927740204,0.00345078224109479,0.000709030689874068
"Pomaderris_virgata",0,0.131274958439988,0.129856897060185,0.130565927750086,0.00345078224104041,0.000709030689901571
"Pomaderris_clivicola",0,0.102310012847381,0.101298145962706,0.101804079405043,0.00322600278770328,0.000505933442337647
"Pomaderris_queenslandica",0,0.125549491275631,0.124222578490892,0.124886034883262,0.00338233835989278,0.000663456392369153
"Pomaderris_coomingalensis",0,0.125549491287511,0.12422257850281,0.12488603489516,0.00338233835976329,0.000663456392350659
"Pomaderris_ledifolia",0,0.110045507245924,0.108936826759049,0.109491167002487,0.00325672696643309,0.000554340243437509
"Pomaderris_sericea",0,0.110045507240729,0.108936826753823,0.109491166997276,0.00325672696637997,0.000554340243453362
"Pomaderris_parrisiae",0,0.297383264734771,0.293366557823002,0.295374911278886,0.00497194969349095,0.00200835345588444
"Pomaderris_walshii",0,0.297383264907074,0.293366557995524,0.295374911451299,0.00497194969336755,0.00200835345577473
"Pomaderris_nitidula",0,0.260422769852733,0.256999852571111,0.258711311211922,0.00462982827505482,0.00171145864081107
"Pomaderris_argyrophylla",0,0.15343674471933,0.151693100511923,0.152564922615626,0.00364494196158744,0.00087182210370316
"Pomaderris_cocoparrana",0,0.159033538764436,0.157224179454812,0.158128859109624,0.003646086397063,0.00090467965481198
"Pomaderris_reperta",0,0.159033538899807,0.157224179590802,0.158128859245304,0.00364608639655735,0.000904679654502564
"Pomaderris_precaria",0,0.106319645678542,0.105254255775018,0.10578695072678,0.00325405304149238,0.000532694951762218
"Pomaderris_aurea",0,0.10219307307355,0.101182777037023,0.101687925055287,0.00322506492839144,0.000505148018263134
"Pomaderris_delicata",0,0.116564597927086,0.115352873997212,0.115958735962149,0.00334513640165987,0.00060586196493726
"Pomaderris_discolor",0,0.116554537342075,0.115342957217441,0.115948747279758,0.00334505075584761,0.000605790062317175
"Pomaderris_andromedifolia",0,0.218884401828619,0.216112899075468,0.217498650452044,0.00425649018449576,0.00138575137657523
"Pomaderris_lanigera",0,0.218884401963563,0.216112899210752,0.217498650587158,0.00425649018427713,0.00138575137640538
"Pomaderris_kumeraho",0,0.189558920640164,0.187247083803534,0.188403002221849,0.00399332433838339,0.00115591841831514
"Pomaderris_pilifera",0,0.143860583575883,0.142248158349783,0.143054370962833,0.00358368740379851,0.000806212613050028
"Pomaderris_intermedia",0,0.143860583575932,0.142248158349831,0.143054370962881,0.00358368740379848,0.000806212613050193
"Pomaderris_adnata",0,0.167099420265337,0.165133721749629,0.166116571007483,0.00379308090411913,0.000982849257854107
"Pomaderris_elliptica",0,0.179389673968814,0.177235023979471,0.178312348974143,0.00390141878156597,0.00107732499467134
"Pomaderris_hamiltonii",0,0.179389674005929,0.177235024016657,0.178312349011293,0.0039014187814937,0.00107732499463612
"Pomaderris_vaccinifolia",0,0.167122550422144,0.165156496496771,0.166139523459457,0.00379329020805478,0.000983026962686269
