order,Catalogue Number,Species,genus,Longitude,Latitude,Coordinate Uncertainty in Metres
5556,PERTH 6107621,Stenanthemum coronatum,Stenanthemum,116.3582044,-31.41586634,3000
5586,PERTH 6874320,Stenanthemum coronatum,Stenanthemum,116.5497222,-32.42888889,100
5720,PERTH 2842858,Stenanthemum coronatum,Stenanthemum,116.5369444,-31.75972222,3000
6028,AD 98202675,Stenanthemum coronatum,Stenanthemum,116.8511958,-32.48221854,1000
6066,AD 213472,Stenanthemum coronatum,Stenanthemum,116.983134,-31.99304618,150
6088,PERTH 8690421,Stenanthemum coronatum,Stenanthemum,116.6693,-32.2702,100
6300,PERTH 5199387,Stenanthemum coronatum,Stenanthemum,116.6498142,-31.99293782,100
6317,PERTH 6982832,Stenanthemum coronatum,Stenanthemum,116.3636396,-31.75631656,100
6347,PERTH 7217285,Stenanthemum coronatum,Stenanthemum,116.2672222,-31.17222222,100
6375,PERTH 4932331,Stenanthemum coronatum,Stenanthemum,116.5223385,-33.39489933,100
6442,PERTH 7217315,Stenanthemum coronatum,Stenanthemum,116.3436111,-31.25555556,100
6444,PERTH 7500661,Stenanthemum coronatum,Stenanthemum,116.3666667,-32.58333333,10000
6451,PERTH 1444581,Stenanthemum coronatum,Stenanthemum,116.9166667,-32.78305556,10000
6499,PERTH 9108238,Stenanthemum coronatum,Stenanthemum,116.60917,-31.884267,100
6520,PERTH 6982816,Stenanthemum coronatum,Stenanthemum,116.3806494,-31.73421528,100
6537,PERTH 7217447,Stenanthemum coronatum,Stenanthemum,116.4002778,-31.37222222,100
6580,PERTH 7217293,Stenanthemum coronatum,Stenanthemum,116.3436111,-31.36972222,100
6585,PERTH 6982840,Stenanthemum coronatum,Stenanthemum,116.387312,-31.7388036,100
6590,PERTH 7577877,Stenanthemum coronatum,Stenanthemum,116.4111997,-31.78526302,100
6612,PERTH 6237932,Stenanthemum coronatum,Stenanthemum,116.3039284,-31.20172782,100
6621,PERTH 6232396,Stenanthemum coronatum,Stenanthemum,116.5,-33.43333333,10000
6629,PERTH 6232345,Stenanthemum coronatum,Stenanthemum,116.6333333,-33.48333333,10000
6699,PERTH 4653149,Stenanthemum coronatum,Stenanthemum,116.2848052,-31.38210226,2000
6725,PERTH 4927443,Stenanthemum coronatum,Stenanthemum,116.5353949,-33.44601086,100
6761,PERTH 6140815,Stenanthemum coronatum,Stenanthemum,116.3295074,-32.48042838,3000
6766,PERTH 6982824,Stenanthemum coronatum,Stenanthemum,116.3510154,-31.74661741,100
6796,PERTH 4741714,Stenanthemum coronatum,Stenanthemum,,,
6801,PERTH 7577729,Stenanthemum coronatum,Stenanthemum,116.4590837,-31.91834916,100
6843,PERTH 7308086,Stenanthemum coronatum,Stenanthemum,116.4019444,-31.4075,100
6890,PERTH 6232361,Stenanthemum coronatum,Stenanthemum,116.9333333,-33.23333333,10000
6902,PERTH 4932676,Stenanthemum coronatum,Stenanthemum,116.4337226,-33.11045277,100
6923,PERTH 5089948,Stenanthemum coronatum,Stenanthemum,116.5739964,-32.90017092,100
6960,PERTH 5091500,Stenanthemum coronatum,Stenanthemum,116.5814965,-32.90739313,100
6987,PERTH 6697011,Stenanthemum coronatum,Stenanthemum,116.5712512,-32.90267443,100
6995,PERTH 6280668,Stenanthemum coronatum,Stenanthemum,116.3523925,-31.67002738,100
7009,PERTH 5089956,Stenanthemum coronatum,Stenanthemum,116.5592742,-32.89989331,100
6477,CANB 490440.1,Stenanthemum cristatum,Stenanthemum,120,-33.9,11000
6578,PERTH 1541870,Stenanthemum cristatum,Stenanthemum,119.7,-34.1,13000
6682,PERTH 1541889,Stenanthemum cristatum,Stenanthemum,120,-33.9,13000
6714,MEL 0239795A,Stenanthemum cristatum,Stenanthemum,120,-33.9,11000
6770,PERTH 1541900,Stenanthemum cristatum,Stenanthemum,120,-33.9,13000
6889,PERTH 1541897,Stenanthemum cristatum,Stenanthemum,120,-33.9,13000
5290,PERTH 6101518,Stenanthemum divaricatum,Stenanthemum,113.3,-26.4,20000
5473,MEL 0227040A,Stenanthemum divaricatum,Stenanthemum,,,
5596,MEL 2104943A,Stenanthemum divaricatum,Stenanthemum,,,
5629,MEL 0227041A,Stenanthemum divaricatum,Stenanthemum,,,
5674,PERTH 4002008,Stenanthemum divaricatum,Stenanthemum,114.1,-27.8,10000
5690,PERTH 1293877,Stenanthemum divaricatum,Stenanthemum,113.1,-25.1,13000
5716,PERTH 4085779,Stenanthemum divaricatum,Stenanthemum,114.2,-27.7,10100
5858,PERTH 4989864,Stenanthemum divaricatum,Stenanthemum,113.5,-24.2,10100
5913,CANB 713446.1,Stenanthemum divaricatum,Stenanthemum,113.4,-24.3,11000
5988,PERTH 1055607,Stenanthemum divaricatum,Stenanthemum,113.1,-25.9,20000
6035,CANB 473424.1,Stenanthemum divaricatum,Stenanthemum,113.1,-25.9,15000
6041,PERTH 1293869,Stenanthemum divaricatum,Stenanthemum,113.4,-24.3,10000
6642,MEL 2104650A,Stenanthemum divaricatum,Stenanthemum,,,
6659,PERTH 5247780,Stenanthemum divaricatum,Stenanthemum,113.6,-26.6,10000
6856,PERTH 1221108,Stenanthemum divaricatum,Stenanthemum,113.5,-25.9,13000
6926,PERTH 3860248,Stenanthemum divaricatum,Stenanthemum,113.1,-25.2,10000
5166,PERTH 6601839,Stenanthemum emarginatum,Stenanthemum,117.13,-33.82,100
5384,NSW 515589,Stenanthemum emarginatum,Stenanthemum,,,
5415,PERTH 1540742,Stenanthemum emarginatum,Stenanthemum,116.05,-31.91666667,10000
5441,MEL 2104822A,Stenanthemum emarginatum,Stenanthemum,115.85,-31.95,25000
5444,MEL 2104835A,Stenanthemum emarginatum,Stenanthemum,116.9167,-31.4167,
5445,MEL 2105377A,Stenanthemum emarginatum,Stenanthemum,,,
5951,PERTH 5058236,Stenanthemum emarginatum,Stenanthemum,116.0334262,-31.95044475,100
6037,PERTH 4098323,Stenanthemum emarginatum,Stenanthemum,116.5333333,-31.7,
6099,PERTH 6019250,Stenanthemum emarginatum,Stenanthemum,115.8688889,-31.21583333,100
6143,PERTH 6740863,Stenanthemum emarginatum,Stenanthemum,115.8666667,-31.21666667,10000
6163,PERTH 8739129,Stenanthemum emarginatum,Stenanthemum,118.02664,-34.60595,100
6266,NSW 734197,Stenanthemum emarginatum,Stenanthemum,,,
6273,PERTH 5984866,Stenanthemum emarginatum,Stenanthemum,115.8690072,-31.21560605,100
6301,PERTH 6599028,Stenanthemum emarginatum,Stenanthemum,116.0080895,-32.41075015,100
6321,PERTH 5102944,Stenanthemum emarginatum,Stenanthemum,116.0537037,-31.93794437,100
6417,PERTH 4710894,Stenanthemum emarginatum,Stenanthemum,116.0662003,-31.73516423,100
6432,PERTH 1444603,Stenanthemum emarginatum,Stenanthemum,116.9166667,-32.78305556,10000
6435,PERTH 8337217,Stenanthemum emarginatum,Stenanthemum,116.0425,-31.86888889,100
6439,PERTH 5082234,Stenanthemum emarginatum,Stenanthemum,115.9834361,-32.53739631,100
6458,PERTH 5182298,Stenanthemum emarginatum,Stenanthemum,116.15,-30.13333333,
6482,PERTH 4865278,Stenanthemum emarginatum,Stenanthemum,116.0291667,-32.06388889,
6728,PERTH 6280447,Stenanthemum emarginatum,Stenanthemum,116.2649408,-31.58814747,100
6793,PERTH 6915477,Stenanthemum emarginatum,Stenanthemum,118.1902667,-34.3236388,100
6820,NSW 515590,Stenanthemum emarginatum,Stenanthemum,116,-31.87,10000
6825,PERTH 4934423,Stenanthemum emarginatum,Stenanthemum,116.5440006,-33.13600725,100
6830,PERTH 1541390,Stenanthemum emarginatum,Stenanthemum,118.3497222,-34.32805556,3000
6874,MEL 1596875A,Stenanthemum emarginatum,Stenanthemum,118.75,-34.3833,10000
6900,PERTH 5362202,Stenanthemum emarginatum,Stenanthemum,117.5765275,-34.79351312,100
6914,CANB 490448.1,Stenanthemum emarginatum,Stenanthemum,119.8833,-33.9333,1000
6916,PERTH 1540335,Stenanthemum emarginatum,Stenanthemum,116.0083333,-32.11972222,3000
6932,PERTH 1541838,Stenanthemum emarginatum,Stenanthemum,119.8833333,-33.94166667,3000
6933,PERTH 5426324,Stenanthemum emarginatum,Stenanthemum,117.3683333,-32.03111111,
6937,PERTH 4119053,Stenanthemum emarginatum,Stenanthemum,117.2333333,-34.41666667,
6951,PERTH 1540327,Stenanthemum emarginatum,Stenanthemum,116.0133333,-32.15805556,3000
6954,CANB 139162.1,Stenanthemum emarginatum,Stenanthemum,116,-32.15,5000
6959,PERTH 5117127,Stenanthemum emarginatum,Stenanthemum,116.0331484,-31.95155588,100
6981,PERTH 4213912,Stenanthemum emarginatum,Stenanthemum,118.75,-34.39361111,3000
6991,PERTH 1540750,Stenanthemum emarginatum,Stenanthemum,116.0133333,-32.15805556,3000
7000,PERTH 4209974,Stenanthemum emarginatum,Stenanthemum,119.6458333,-34.02638889,
7014,PERTH 3459942,Stenanthemum emarginatum,Stenanthemum,115.8330556,-31.20777778,
5107,PERTH 7825005,Stenanthemum humile,Stenanthemum,115.2491389,-29.87102778,100
5233,PERTH 3457753,Stenanthemum humile,Stenanthemum,115.9833333,-32,
5457,PERTH 1599348,Stenanthemum humile,Stenanthemum,,,
5460,PERTH 1531352,Stenanthemum humile,Stenanthemum,115.4933333,-30.37638889,3000
5568,PERTH 1531263,Stenanthemum humile,Stenanthemum,115.2663889,-29.81638889,3000
5683,PERTH 5870860,Stenanthemum humile,Stenanthemum,115.9069444,-31.21722222,100
5807,PERTH 1178105,Stenanthemum humile,Stenanthemum,116.0330556,-32,3000
5815,PERTH 6178774,Stenanthemum humile,Stenanthemum,115.8833333,-29.68333333,10000
5853,PERTH 1531824,Stenanthemum humile,Stenanthemum,115.2666667,-29.88333333,
5882,AD 222934,Stenanthemum humile,Stenanthemum,115.4670102,-30.62748763,150
5905,PERTH 1531301,Stenanthemum humile,Stenanthemum,115.4933333,-30.37638889,3000
5911,PERTH 8416400,Stenanthemum humile,Stenanthemum,115.9963889,-31.97527778,100
5926,AD 213419,Stenanthemum humile,Stenanthemum,115.3967279,-30.1016496,150
5931,PERTH 4284496,Stenanthemum humile,Stenanthemum,115.4333333,-30.61666667,10000
5935,MEL 0664908A,Stenanthemum humile,Stenanthemum,115.55,-30.4,25000
5937,CBG 20631.1,Stenanthemum humile,Stenanthemum,115.7333,-29.9333,50000
5942,PERTH 1531344,Stenanthemum humile,Stenanthemum,115.2666667,-29.88333333,
5952,PERTH 6392822,Stenanthemum humile,Stenanthemum,115.6254031,-30.08239617,100
5984,PERTH 6783554,Stenanthemum humile,Stenanthemum,115.3245149,-30.4529369,100
5998,PERTH 4284550,Stenanthemum humile,Stenanthemum,115.45,-30.63333333,10000
6029,PERTH 3825299,Stenanthemum humile,Stenanthemum,115.7533333,-31.0825,
6048,AD 96832254,Stenanthemum humile,Stenanthemum,115.543668,-29.72581057,10000
6053,PERTH 4499263,Stenanthemum humile,Stenanthemum,115.9673157,-31.97905697,100
6083,PERTH 1531786,Stenanthemum humile,Stenanthemum,115.3833333,-30.18333333,
6096,PERTH 1531778,Stenanthemum humile,Stenanthemum,116.0530556,-30.29805556,3000
6102,PERTH 1531794,Stenanthemum humile,Stenanthemum,115.7,-31.04444444,3000
6105,PERTH 3236625,Stenanthemum humile,Stenanthemum,115.3091667,-29.9425,
6118,PERTH 1531336,Stenanthemum humile,Stenanthemum,115.6327778,-29.63722222,3000
6175,PERTH 1531255,Stenanthemum humile,Stenanthemum,115.2666667,-30.23611111,3000
6177,PERTH 1531298,Stenanthemum humile,Stenanthemum,115.4933333,-30.37638889,3000
6178,AD 213404,Stenanthemum humile,Stenanthemum,115.8561833,-31.24249118,10000
6191,NSW 613264,Stenanthemum humile,Stenanthemum,115.4444444,-30.5569444,1000
6217,PERTH 1531816,Stenanthemum humile,Stenanthemum,115.4933333,-30.37638889,3000
6277,PERTH 1531328,Stenanthemum humile,Stenanthemum,115.6425,-30.42805556,3000
6311,PERTH 6177069,Stenanthemum humile,Stenanthemum,115.45,-30.6,10000
6411,PERTH 3261298,Stenanthemum humile,Stenanthemum,115.7166667,-31.06666667,
6508,PERTH 1531271,Stenanthemum humile,Stenanthemum,115.4688889,-30.37083333,
6532,PERTH 1531247,Stenanthemum humile,Stenanthemum,115.6033333,-31.04805556,3000
6667,PERTH 1531808,Stenanthemum humile,Stenanthemum,115.8716667,-30.12138889,3000
6758,PERTH 1531360,Stenanthemum humile,Stenanthemum,115.7241667,-31.00694444,3000
6841,PERTH 6427898,Stenanthemum humile,Stenanthemum,115.8333333,-31,3000
6907,PERTH 5085306,Stenanthemum humile,Stenanthemum,115.325,-30.07777778,3000
6970,PERTH 5564069,Stenanthemum humile,Stenanthemum,115.3981205,-30.10126565,100
5101,CANB 345678.1,Stenanthemum intricatum,Stenanthemum,122.1167,-33.3,5000
5105,PERTH 4212711,Stenanthemum intricatum,Stenanthemum,118.915,-33.94888889,3000
5113,PERTH 1541382,Stenanthemum intricatum,Stenanthemum,122.1280556,-33.29805556,3000
5114,PERTH 1539671,Stenanthemum intricatum,Stenanthemum,115.2511111,-28.62583333,3000
5126,PERTH 6135145,Stenanthemum intricatum,Stenanthemum,120.1131653,-33.73152525,100
5127,CANB 579556.1,Stenanthemum intricatum,Stenanthemum,118.915,-33.9489,50
5132,PERTH 1540238,Stenanthemum intricatum,Stenanthemum,116.3647222,-30.27666667,3000
5147,CANB 490444.1,Stenanthemum intricatum,Stenanthemum,114.15,-27.7667,1000
5148,PERTH 5098173,Stenanthemum intricatum,Stenanthemum,116.875,-31.9,
5164,PERTH 1540246,Stenanthemum intricatum,Stenanthemum,116.3647222,-30.27666667,3000
5167,PERTH 1539701,Stenanthemum intricatum,Stenanthemum,114.1583333,-27.76388889,3000
5256,PERTH 8193681,Stenanthemum intricatum,Stenanthemum,116.9976111,-30.97155556,100
5269,PERTH 3764060,Stenanthemum intricatum,Stenanthemum,114.15,-27.75,
5276,PERTH 6857078,Stenanthemum intricatum,Stenanthemum,116.0333333,-30.96666667,10000
5309,PERTH 7892357,Stenanthemum intricatum,Stenanthemum,116.2644444,-30.85027778,100
5337,PERTH 1539744,Stenanthemum intricatum,Stenanthemum,116.3333333,-31.05,10000
5379,PERTH 7784058,Stenanthemum intricatum,Stenanthemum,115.3844833,-29.4478,100
5417,MEL 2104823A,Stenanthemum intricatum,Stenanthemum,,,
5451,MEL 2104830A,Stenanthemum intricatum,Stenanthemum,115.7167,-28.1667,
5489,MEL 2104831A,Stenanthemum intricatum,Stenanthemum,114.6667,-27.8167,
5506,PERTH 7433859,Stenanthemum intricatum,Stenanthemum,116.4942434,-31.1601511,100
5520,MEL 2104832A,Stenanthemum intricatum,Stenanthemum,,,
5588,MEL 2105208A,Stenanthemum intricatum,Stenanthemum,123.8667,-33.6167,10000
5590,PERTH 1540297,Stenanthemum intricatum,Stenanthemum,116.7116667,-30.89472222,3000
5599,MEL 2105207A,Stenanthemum intricatum,Stenanthemum,123.8667,-33.6167,10000
5619,MEL 2105203A,Stenanthemum intricatum,Stenanthemum,116,-31.75,10000
5620,CANB 687902.1,Stenanthemum intricatum,Stenanthemum,116.4942,-31.16,100
5641,PERTH 6742025,Stenanthemum intricatum,Stenanthemum,116.7666667,-30.58333333,10000
5647,PERTH 6592201,Stenanthemum intricatum,Stenanthemum,116.7666667,-30.38333333,10000
5695,PERTH 4159969,Stenanthemum intricatum,Stenanthemum,114.3666667,-27.75,50000
5748,PERTH 5605385,Stenanthemum intricatum,Stenanthemum,117.3553751,-32.42876735,100
5753,PERTH 8157502,Stenanthemum intricatum,Stenanthemum,114.9409722,-28.98538889,100
5756,PERTH 1540793,Stenanthemum intricatum,Stenanthemum,116.5369444,-31.75972222,3000
5773,PERTH 6135153,Stenanthemum intricatum,Stenanthemum,120.1037208,-33.72374751,100
5834,PERTH 1539264,Stenanthemum intricatum,Stenanthemum,114.5666667,-27.9,
5924,NSW 119999,Stenanthemum intricatum,Stenanthemum,117.22,-31.67,25000
5954,AD 192189,Stenanthemum intricatum,Stenanthemum,114.2936503,-27.7013549,150
6033,PERTH 4236408,Stenanthemum intricatum,Stenanthemum,120.0133333,-33.91833333,3000
6036,AD 213448,Stenanthemum intricatum,Stenanthemum,114.629491,-28.58830554,150
6122,AD 213442,Stenanthemum intricatum,Stenanthemum,114.3872605,-27.61996444,150
6153,PERTH 1539272,Stenanthemum intricatum,Stenanthemum,115,-28.32972222,3000
6257,PERTH 3459896,Stenanthemum intricatum,Stenanthemum,116.2647222,-30.20694444,
6576,PERTH 7347723,Stenanthemum intricatum,Stenanthemum,120.1446667,-33.61730556,100
6600,PERTH 8950873,Stenanthemum intricatum,Stenanthemum,120.04199,-33.92101,100
6680,PERTH 7558430,Stenanthemum intricatum,Stenanthemum,114.3662778,-28.24438889,100
6768,PERTH 1540831,Stenanthemum intricatum,Stenanthemum,117.7333333,-31.4,
5099,AD 97512415,Stenanthemum leucophractum,Stenanthemum,140.9008138,-36.24954786,30000
5103,NSW 779384,Stenanthemum leucophractum,Stenanthemum,146.27,-33.85,
5106,AD 98509095,Stenanthemum leucophractum,Stenanthemum,139.9752607,-35.59955173,10000
5108,AD 229346,Stenanthemum leucophractum,Stenanthemum,146.2676691,-33.84866318,10000
5109,MEL 2104788A,Stenanthemum leucophractum,Stenanthemum,136.9167,-35.9667,10000
5112,AD 97213248,Stenanthemum leucophractum,Stenanthemum,138.8266588,-35.38178279,10000
5116,AD 96514100,Stenanthemum leucophractum,Stenanthemum,140.4916494,-36.02677294,10000
5117,MEL 2325361A,Stenanthemum leucophractum,Stenanthemum,146.2667,-33.85,10000
5118,MEL 2104941A,Stenanthemum leucophractum,Stenanthemum,136.9667,-35.9667,10000
5124,AD 96203059,Stenanthemum leucophractum,Stenanthemum,139.5010974,-35.498722,10000
5129,AD 95925029,Stenanthemum leucophractum,Stenanthemum,136.1172109,-32.88429002,30000
5133,AD 97408092,Stenanthemum leucophractum,Stenanthemum,139.1113754,-35.17094529,10000
5137,AD 99233156,Stenanthemum leucophractum,Stenanthemum,138.95,-34.6,1000
5159,AD 97609521D,Stenanthemum leucophractum,Stenanthemum,139.2735952,-35.1201107,10000
5175,AD 96721058,Stenanthemum leucophractum,Stenanthemum,138.7313695,-34.33511069,10000
5179,AD 98929170,Stenanthemum leucophractum,Stenanthemum,137.663889,-35.8275,150
5191,AD 98027238,Stenanthemum leucophractum,Stenanthemum,138.9510939,-34.73205512,1000
5194,MEL 2104647A,Stenanthemum leucophractum,Stenanthemum,141.0167,-35.3167,10000
5196,NSW 734122,Stenanthemum leucophractum,Stenanthemum,139.27,-35.12,10000
5198,CANB 303535.3,Stenanthemum leucophractum,Stenanthemum,142.1667,-34.1833,10000
5202,AD 97609295,Stenanthemum leucophractum,Stenanthemum,135.9344544,-34.64874585,10000
5203,CANB 221025.1,Stenanthemum leucophractum,Stenanthemum,141.3833,-35.75,1000
5207,AD 966071351,Stenanthemum leucophractum,Stenanthemum,138.5963855,-35.57845182,10000
5209,AD 966100037,Stenanthemum leucophractum,Stenanthemum,139.8974774,-35.09316058,10000
5213,AD 99010063,Stenanthemum leucophractum,Stenanthemum,138.9844258,-34.66538849,10000
5218,AD 966100077,Stenanthemum leucophractum,Stenanthemum,139.8974774,-35.09316058,10000
5219,AD 97009179,Stenanthemum leucophractum,Stenanthemum,136.9258186,-33.24956283,30000
5220,AD 99737455,Stenanthemum leucophractum,Stenanthemum,138.783333,-35.25,1000
5221,AD 193072,Stenanthemum leucophractum,Stenanthemum,138.7322142,-35.33483828,10000
5223,AD 98510027,Stenanthemum leucophractum,Stenanthemum,139.3677641,-35.36538932,1000
5228,AD 95922007,Stenanthemum leucophractum,Stenanthemum,136.4194339,-33.22984462,10000
5231,MELUD113876a,Stenanthemum leucophractum,Stenanthemum,,,
5234,AD 99232258,Stenanthemum leucophractum,Stenanthemum,137.483333,-35.85,1000
5236,MEL 2269696A,Stenanthemum leucophractum,Stenanthemum,143.5747,-35.8547,1000
5238,AD 200858,Stenanthemum leucophractum,Stenanthemum,139.2677622,-35.11538872,10000
5240,AD 966071347,Stenanthemum leucophractum,Stenanthemum,138.473053,-35.60095296,10000
5244,AD 121663,Stenanthemum leucophractum,Stenanthemum,139.5010915,-35.00705226,1000
5245,AD 966020812,Stenanthemum leucophractum,Stenanthemum,139.6560918,-35.16399689,10000
5247,HO109688,Stenanthemum leucophractum,Stenanthemum,135.31772,-32.531991,1000
5250,AD 97849508,Stenanthemum leucophractum,Stenanthemum,137.7094327,-34.19039593,10000
5252,AD 98541120,Stenanthemum leucophractum,Stenanthemum,136.2511034,-33.3154024,10000
5258,AD 97232143,Stenanthemum leucophractum,Stenanthemum,140.778588,-35.83732456,1000
5266,AD 97429256,Stenanthemum leucophractum,Stenanthemum,138.2049747,-33.35316459,10000
5272,AD 98425578,Stenanthemum leucophractum,Stenanthemum,139.1177645,-35.1820563,1000
5275,NSW 734118,Stenanthemum leucophractum,Stenanthemum,141.6,-38.38,
5279,AD 98514191,Stenanthemum leucophractum,Stenanthemum,136.1844366,-33.28206872,10000
5283,AD 98735180,Stenanthemum leucophractum,Stenanthemum,135.31777,-32.53207115,1000
5284,AD 97138282,Stenanthemum leucophractum,Stenanthemum,139.1266527,-35.1234449,10000
5288,MEL 2264244A,Stenanthemum leucophractum,Stenanthemum,135.3167,-32.5333,10000
5291,NSW 734117,Stenanthemum leucophractum,Stenanthemum,141.45,-38.38,
5300,AD 98735062,Stenanthemum leucophractum,Stenanthemum,135.31777,-32.53207115,1000
5302,AD 98243111,Stenanthemum leucophractum,Stenanthemum,139.1183192,-35.16122318,1000
5319,AD 97707173,Stenanthemum leucophractum,Stenanthemum,138.7849927,-35.42122736,10000
5325,CBG 8200678.1,Stenanthemum leucophractum,Stenanthemum,135.55,-32.3833,1000
5326,NSW 734123,Stenanthemum leucophractum,Stenanthemum,135.32,-32.53,
5335,AD 96622091,Stenanthemum leucophractum,Stenanthemum,138.0369258,-33.85261351,10000
5336,CANB 472366.1,Stenanthemum leucophractum,Stenanthemum,141.1167,-35.6167,1000
5343,CANB 636581.1,Stenanthemum leucophractum,Stenanthemum,140.9608,-35.8114,50
5344,AD 220425,Stenanthemum leucophractum,Stenanthemum,135.807778,-34.783333,15
5354,MEL 1594343A,Stenanthemum leucophractum,Stenanthemum,141.35,-35.7,10000
5360,MEL 2111934A,Stenanthemum leucophractum,Stenanthemum,137.35,-35.8,10000
5362,AD 99118079,Stenanthemum leucophractum,Stenanthemum,139.1344309,-35.23205645,1000
5363,AD 97423034,Stenanthemum leucophractum,Stenanthemum,137.8399934,-34.70317481,10000
5366,AD 98336137,Stenanthemum leucophractum,Stenanthemum,139.1344307,-35.21539035,1000
5373,CANB 636442.1,Stenanthemum leucophractum,Stenanthemum,141.6483,-36.5592,50
5375,AD 96224146,Stenanthemum leucophractum,Stenanthemum,139.5072087,-35.52733311,10000
5376,CBG 55675.1,Stenanthemum leucophractum,Stenanthemum,145.6833,-33.9667,2000
5377,AD 96208133,Stenanthemum leucophractum,Stenanthemum,137.719997,-34.91012198,10000
5382,HO561208,Stenanthemum leucophractum,Stenanthemum,139.134376,-35.215309,1000
5383,AD 97610125C,Stenanthemum leucophractum,Stenanthemum,137.8677721,-34.78206405,10000
5386,AD 97122195,Stenanthemum leucophractum,Stenanthemum,137.051944,-35.931389,10000
5391,AD 95926017,Stenanthemum leucophractum,Stenanthemum,136.0733237,-33.0184571,30000
5393,AD 95904044,Stenanthemum leucophractum,Stenanthemum,139.0488772,-35.26539133,10000
5400,CANB 636458.1,Stenanthemum leucophractum,Stenanthemum,141.3025,-36.5664,50
5405,AD 97609521C,Stenanthemum leucophractum,Stenanthemum,137.2439032,-35.93902124,10000
5411,MEL 0724951A,Stenanthemum leucophractum,Stenanthemum,138.7,-34.8667,10000
5413,MEL 2264257A,Stenanthemum leucophractum,Stenanthemum,146.0167,-34.2667,25000
5418,MEL 0724940A,Stenanthemum leucophractum,Stenanthemum,140.9667,-36.3667,10000
5420,MEL 0724931A,Stenanthemum leucophractum,Stenanthemum,138.7167,-34.9667,25000
5426,MEL 0724952A,Stenanthemum leucophractum,Stenanthemum,135.9167,-34.65,25000
5427,MEL 0724954A,Stenanthemum leucophractum,Stenanthemum,138.8167,-34.6,10000
5430,MEL 1510431A,Stenanthemum leucophractum,Stenanthemum,141.65,-36.3333,10000
5432,MEL 0724955A,Stenanthemum leucophractum,Stenanthemum,137.9167,-34.4167,
5435,AD 97041026,Stenanthemum leucophractum,Stenanthemum,140.0572073,-35.88455268,10000
5436,MEL 0724934A,Stenanthemum leucophractum,Stenanthemum,135.5,-32.3333,25000
5437,MEL 0724945A,Stenanthemum leucophractum,Stenanthemum,,,
5452,AD 97609521B,Stenanthemum leucophractum,Stenanthemum,135.865012,-34.72735791,10000
5454,MEL 0724929A,Stenanthemum leucophractum,Stenanthemum,138.8167,-34.6,10000
5456,CANB 473429.1,Stenanthemum leucophractum,Stenanthemum,135.2833,-32.1,1000
5458,MEL 0724933A,Stenanthemum leucophractum,Stenanthemum,138.8167,-34.65,25000
5463,MEL 0724927A,Stenanthemum leucophractum,Stenanthemum,142.8167,-35.3667,10000
5464,PERTH 1510487,Stenanthemum leucophractum,Stenanthemum,,,
5486,MEL 0724943A,Stenanthemum leucophractum,Stenanthemum,142.8167,-35.3667,25000
5491,AK365873,Stenanthemum leucophractum,Stenanthemum,135.5419444,-32.70694444,
5504,MEL 2104646A,Stenanthemum leucophractum,Stenanthemum,142.0167,-36.45,10000
5509,MEL 0724949A,Stenanthemum leucophractum,Stenanthemum,135.8667,-34.7167,10000
5514,MEL 0724935A,Stenanthemum leucophractum,Stenanthemum,135.5,-32.3333,25000
5523,NSW 734116,Stenanthemum leucophractum,Stenanthemum,,,
5530,MEL 0724948A,Stenanthemum leucophractum,Stenanthemum,135.8667,-34.5667,10000
5540,MEL 0724930A,Stenanthemum leucophractum,Stenanthemum,,,
5548,MEL 0724928A,Stenanthemum leucophractum,Stenanthemum,137.3333,-35.75,
5553,NSW 655821,Stenanthemum leucophractum,Stenanthemum,,,
5558,AD 966081717,Stenanthemum leucophractum,Stenanthemum,138.6677255,-31.09870682,10000
5559,MEL 2366372A,Stenanthemum leucophractum,Stenanthemum,,,
5560,AD 96349109,Stenanthemum leucophractum,Stenanthemum,137.299167,-35.710556,30000
5562,MEL 0724936A,Stenanthemum leucophractum,Stenanthemum,,,
5563,MEL 0724932A,Stenanthemum leucophractum,Stenanthemum,138.9167,-35.0667,10000
5567,MEL 2080628A,Stenanthemum leucophractum,Stenanthemum,,,
5577,MELUD015251a,Stenanthemum leucophractum,Stenanthemum,142.8333333,-35.3333333,
5579,MEL 0724953A,Stenanthemum leucophractum,Stenanthemum,135.9167,-34.65,10000
5592,MEL 2366371A,Stenanthemum leucophractum,Stenanthemum,141.4422222,-36.13458333,10000
5615,NSW 734124,Stenanthemum leucophractum,Stenanthemum,136.4,-33.4,
5624,MEL 0535643A,Stenanthemum leucophractum,Stenanthemum,141.65,-36.3333,10000
5630,MEL 0724966A,Stenanthemum leucophractum,Stenanthemum,142.3,-36.1167,10000
5631,MEL 2104502A,Stenanthemum leucophractum,Stenanthemum,137.15,-35.7667,10000
5632,AD 966020810,Stenanthemum leucophractum,Stenanthemum,138.8244358,-35.38261581,10000
5633,MEL 0665401A,Stenanthemum leucophractum,Stenanthemum,139.1333,-35.1667,10000
5634,AD 95903015,Stenanthemum leucophractum,Stenanthemum,138.7941517,-34.75733451,10000
5635,AD 213828,Stenanthemum leucophractum,Stenanthemum,138.744167,-35.331111,150
5637,AD 966041779,Stenanthemum leucophractum,Stenanthemum,137.476111,-35.778333,10000
5639,AD 160825,Stenanthemum leucophractum,Stenanthemum,139.5216473,-35.00899711,30000
