order,Catalogue Number,Species,genus,Longitude,Latitude,Coordinate Uncertainty in Metres
1338,PERTH 1599259,Cryptandra connata,Cryptandra,119.2933333,-27.98805556,3000
1339,PERTH 1503871,Cryptandra connata,Cryptandra,119.2933333,-27.98805556,3000
1340,PERTH 1599240,Cryptandra connata,Cryptandra,119.2933333,-27.98805556,3000
1341,PERTH 8567727,Cryptandra connata,Cryptandra,120.1221111,-29.32388889,100
1342,PERTH 7838689,Cryptandra connata,Cryptandra,119.9303611,-29.79798814,100
1343,PERTH 7907621,Cryptandra connata,Cryptandra,121.625447,-30.3961243,100
1344,PERTH 1504347,Cryptandra connata,Cryptandra,,,
1345,CANB 820922.1,Cryptandra connata,Cryptandra,122.2781,-30.1964,50
1346,PERTH 1503847,Cryptandra connata,Cryptandra,118.7833333,-29,
1347,PERTH 1503855,Cryptandra connata,Cryptandra,121.6666667,-29.08305556,3000
1348,PERTH 1504339,Cryptandra connata,Cryptandra,119.2933333,-27.98805556,3000
1349,CANB 458809.1,Cryptandra connata,Cryptandra,122.4333,-28.45,5000
1350,PERTH 9188673,Cryptandra connata,Cryptandra,119.18661,-29.65642,100
1351,PERTH 1166549,Cryptandra connata,Cryptandra,121.6458333,-30.11138889,3000
1352,PERTH 1503863,Cryptandra connata,Cryptandra,119.2933333,-27.98805556,3000
1353,PERTH 1503839,Cryptandra connata,Cryptandra,119.0394444,-28.14638889,3000
1354,PERTH 1504304,Cryptandra connata,Cryptandra,118.4483333,-27.42305556,3000
1355,PERTH 8142858,Cryptandra connata,Cryptandra,119.166361,-28.656056,
1356,PERTH 1504320,Cryptandra connata,Cryptandra,119.2933333,-27.98805556,3000
1357,PERTH 9188835,Cryptandra connata,Cryptandra,119.35001,-29.67102,100
1358,PERTH 9188843,Cryptandra connata,Cryptandra,119.21887,-29.72572,100
1359,PERTH 7838670,Cryptandra connata,Cryptandra,119.9651194,-29.84079226,100
1360,PERTH 1178113,Cryptandra connata,Cryptandra,122.435,-28.46333333,3000
1361,PERTH 1504312,Cryptandra connata,Cryptandra,119.2933333,-27.98805556,3000
1362,PERTH 7125038,Cryptandra craigiae,Cryptandra,120.2,-33.9,10100
1363,PERTH 7125054,Cryptandra craigiae,Cryptandra,120.2,-33.9,10100
1364,PERTH 7129750,Cryptandra craigiae,Cryptandra,120.2,-33.9,20000
1365,PERTH 7129742,Cryptandra craigiae,Cryptandra,120.1,-33.9,10100
1366,MEL 2329935A,Cryptandra craigiae,Cryptandra,120.1,-33.9,11000
1367,PERTH 7480474,Cryptandra craigiae,Cryptandra,120.1,-33.9,10100
1368,PERTH 7129777,Cryptandra craigiae,Cryptandra,120.1,-33.9,10100
1369,PERTH 7129785,Cryptandra craigiae,Cryptandra,120.1,-33.6,10100
1370,PERTH 7125046,Cryptandra craigiae,Cryptandra,120.2,-33.9,10100
1371,PERTH 7129769,Cryptandra craigiae,Cryptandra,120.1,-33.9,10100
1372,PERTH 7439733,Cryptandra craigiae,Cryptandra,120.1,-33.9,10100
1373,CANB 721725.1,Cryptandra crispula,Cryptandra,122.6,-32.1,10100
1374,PERTH 6139884,Cryptandra crispula,Cryptandra,122.6,-32.1,10100
1375,PERTH 8986282,Cryptandra crispula,Cryptandra,120.3,-32.3,10100
1376,PERTH 9152571,Cryptandra crispula,Cryptandra,120.3,-30.8,10100
1377,PERTH 9195548,Cryptandra crispula,Cryptandra,120.3,-30.7,10100
1378,PERTH 1506994,Cryptandra crispula,Cryptandra,120.7,-31,13000
1379,PERTH 8802726,Cryptandra crispula,Cryptandra,120.5,-32.2,10100
1380,PERTH 8990220,Cryptandra crispula,Cryptandra,119.6,-31.4,10100
1381,CANB 14347.1,Cryptandra crispula,Cryptandra,121.5,-31.2,20000
1382,PERTH 8990212,Cryptandra crispula,Cryptandra,119.6,-31.4,10100
1383,PERTH 1514857,Cryptandra crispula,Cryptandra,122.7,-31.1,13000
1384,PERTH 8414122,Cryptandra crispula,Cryptandra,120.3,-30.7,10100
1385,PERTH 1506544,Cryptandra crispula,Cryptandra,122.6,-32.1,10000
1386,PERTH 8911150,Cryptandra crispula,Cryptandra,119.9,-30.4,10100
1387,PERTH 4390350,Cryptandra crispula,Cryptandra,122.5,-32.1,10100
1388,CANB 352269.1,Cryptandra crispula,Cryptandra,122.7,-31.2,20000
1389,AD 97348066,Cryptandra crispula,Cryptandra,122.6,-32.1,20000
1390,PERTH 4098293,Cryptandra crispula,Cryptandra,120.8,-31.5,20000
1391,PERTH 8414076,Cryptandra crispula,Cryptandra,120.3,-30.8,10100
1392,BRI AQ0731539,Cryptandra debilis,Cryptandra,145.3094467,-17.5901323,2000
1393,MEL 2352330A,Cryptandra debilis,Cryptandra,145.3333333,-17.38333333,10000
1394,NSW 622611,Cryptandra debilis,Cryptandra,145.3,-17.58,
1395,CNS 136659.1,Cryptandra debilis,Cryptandra,145.3333,-17.3833,1000
1396,MEL 2290046A,Cryptandra debilis,Cryptandra,145.3,-17.5833,10000
1397,BRI AQ0623959,Cryptandra debilis,Cryptandra,145.3427774,-17.3901342,2000
1398,BRI AQ0666043,Cryptandra debilis,Cryptandra,145.3949996,-17.4884675,100
1399,BRI AQ0470000,Cryptandra debilis,Cryptandra,145.2460699,-17.4832522,100
1400,BRI AQ0765403,Cryptandra debilis,Cryptandra,145.2441667,-17.4827778,100
1401,CNS 144507.1,Cryptandra debilis,Cryptandra,145.2289,-17.4936,50
1402,DNA D0211118,Cryptandra debilis,Cryptandra,145.3427482,-17.09016738,
1403,BRI AQ0843480,Cryptandra debilis,Cryptandra,145.2277778,-17.4613889,100
1404,BRI AQ0666020,Cryptandra debilis,Cryptandra,145.4405578,-17.6306878,100
1405,DNA D0266470,Cryptandra debilis,Cryptandra,145.2277778,-17.46138889,10
1406,BRI AQ0740336,Cryptandra debilis,Cryptandra,145.2427774,-17.4095786,100
1407,BRI AQ0578919,Cryptandra debilis,Cryptandra,145.3019467,-17.5948545,100
1408,CANB 725322.1,Cryptandra debilis,Cryptandra,145.3425481,-17.09029842,1000
1409,BRI AQ0109356,Cryptandra debilis,Cryptandra,145.3830556,-17.1505556,100
1410,MEL 0641348A,Cryptandra debilis,Cryptandra,145.35,-17.3833,10000
1411,BRI AQ0749548,Cryptandra debilis,Cryptandra,145.462118,-17.8909269,100
1412,BRI AQ0785440,Cryptandra debilis,Cryptandra,145.4367894,-17.6203468,100
1413,NSW 393146,Cryptandra debilis,Cryptandra,145.37,-17.37,25000
1414,BRI AQ0913639,Cryptandra debilis,Cryptandra,145.3913057,-17.1854554,100
1415,BRI AQ0385309,Cryptandra debilis,Cryptandra,145.3594441,-17.3901342,2000
1416,MBA 9296.1,Cryptandra debilis,Cryptandra,145.35,-17.3833,1000
1417,QRS 38582.1,Cryptandra debilis,Cryptandra,145,-16.25,
1418,CANB 688363.1,Cryptandra debilis,Cryptandra,145.3511,-17.3828,50
1419,NSW 699680,Cryptandra debilis,Cryptandra,145.3528,-17.3806,2000
1420,BRI AQ0698396,Cryptandra debilis,Cryptandra,145.3511111,-17.3827778,100
1421,BRI AQ0490975,Cryptandra debilis,Cryptandra,145.3927774,-17.4901342,2000
1422,BRI AQ0908102,Cryptandra debilis,Cryptandra,145.3777484,-17.1888349,100
1423,CANB 688363.2,Cryptandra debilis,Cryptandra,145.3511,-17.3828,50
1424,BRI AQ0837080,Cryptandra debilis,Cryptandra,145.2442222,-17.4827222,100
1425,CANB 688363.3,Cryptandra debilis,Cryptandra,145.3511,-17.3828,50
1426,BRI AQ0494713,Cryptandra debilis,Cryptandra,145.353889,-17.379023,100
1427,BRI AQ0755976,Cryptandra debilis,Cryptandra,145.2890278,-17.4568889,100
1428,BRI AQ0612595,Cryptandra debilis,Cryptandra,145.2161111,-17.5408333,100
1429,CNS 131922.1,Cryptandra debilis,Cryptandra,145.2892,-17.4569,50
1430,BRI AQ0671424,Cryptandra debilis,Cryptandra,145.3830552,-17.1901342,100
1431,BRI AQ0724102,Cryptandra debilis,Cryptandra,145.102495,-16.14847,100
1432,JCT-S1066.1,Cryptandra debilis,Cryptandra,145.3542,-17.3611,10000
1433,JCT-S4331.1,Cryptandra debilis,Cryptandra,145.3417,-17.3917,10000
1434,BRI AQ0314010,Cryptandra debilis,Cryptandra,145.4177774,-17.4151342,25000
1435,QRS 19580.2,Cryptandra debilis,Cryptandra,145,-16.25,10000
1436,JCT-S14371.1,Cryptandra debilis,Cryptandra,145.35,-17.35,10000
1437,QRS 38583.1,Cryptandra debilis,Cryptandra,145.3833,-17.3833,
1438,QRS 19579.1,Cryptandra debilis,Cryptandra,145,-16.25,10000
1439,BRI AQ0648755,Cryptandra debilis,Cryptandra,145.3427774,-17.3901342,2000
1440,CANB 652728.1,Cryptandra debilis,Cryptandra,145.4083,-17.2,500
1441,BRI AQ0609142,Cryptandra debilis,Cryptandra,145.3527218,-17.3811064,100
1442,MEL 1583271A,Cryptandra debilis,Cryptandra,145.25,-17.4833,10000
1443,QRS 60841.1,Cryptandra debilis,Cryptandra,145.3333,-17.3833,1000
1444,BRI AQ0603052,Cryptandra debilis,Cryptandra,145.3536107,-17.3756897,100
1445,MEL 0285214A,Cryptandra debilis,Cryptandra,145.3525,-17.3772,1000
1446,BRI AQ0845373,Cryptandra debilis,Cryptandra,145.0094394,-16.2568038,2000
1447,DNA D0174000,Cryptandra debilis,Cryptandra,145.3527823,-17.38130476,100
1448,MEL 2103397A,Cryptandra debilis,Cryptandra,145.3667,-17.3667,25000
1449,QRS 113954.1,Cryptandra debilis,Cryptandra,145.35,-17.3667,
1450,BRI AQ0766475,Cryptandra debilis,Cryptandra,145.4291667,-17.6,100
1451,NSW 835581,Cryptandra debilis,Cryptandra,145.4144,-17.1917,
1452,QRS 127880.1,Cryptandra debilis,Cryptandra,145.4144,-17.1917,100
1453,BRI AQ0470235,Cryptandra debilis,Cryptandra,145.2442,-17.4825,100
1454,BRI AQ0875179,Cryptandra debilis,Cryptandra,145.4144444,-17.1916667,100
1455,MEL 2293282A,Cryptandra debilis,Cryptandra,145.4144,-17.1917,1000
1456,NSW 921494,Cryptandra debilis,Cryptandra,145.248608,-17.5294,
1457,BRI AQ0317606,Cryptandra debilis,Cryptandra,145.2511107,-17.2484675,25000
1458,NSW 831744,Cryptandra debilis,Cryptandra,145.35,-17.375,
1459,JCT-S14372.1,Cryptandra debilis,Cryptandra,145.3333,-17.3333,10000
1460,PERTH 6241972,Cryptandra dielsii,Cryptandra,117.1,-30.9,20000
1461,PERTH 5717310,Cryptandra dielsii,Cryptandra,117.4,-31.8,10000
1462,CANB 729620.1,Cryptandra dielsii,Cryptandra,117.3,-31.5,10100
1463,MEL 1527984A,Cryptandra dielsii,Cryptandra,117.1,-30.9,11000
1464,PERTH 8288607,Cryptandra dielsii,Cryptandra,117.3,-31.5,10100
1465,PERTH 9024034,Cryptandra dielsii,Cryptandra,118.9,-31.9,10100
1466,PERTH 6060498,Cryptandra dielsii,Cryptandra,118.6,-31.8,20000
1467,AD 239865,Cryptandra dielsii,Cryptandra,118.6,-31.8,20000
1468,PERTH 7056869,Cryptandra dielsii,Cryptandra,117.8,-31.4,10100
1469,MEL 2352214A,Cryptandra dielsii,Cryptandra,118.6,-31.8,20000
1470,CANB 721729.1,Cryptandra dielsii,Cryptandra,118.6,-31.8,20000
1471,AD 213494,Cryptandra dielsii,Cryptandra,119.4,-32.4,10150
1472,AD 213509,Cryptandra dielsii,Cryptandra,117.8,-31.4,10150
1473,AD 213468,Cryptandra dielsii,Cryptandra,117.8,-31.4,10150
1474,PERTH 1529722,Cryptandra dielsii,Cryptandra,117.5,-31.6,13000
1475,PERTH 1503820,Cryptandra dielsii,Cryptandra,117.5,-31.6,13000
1476,PERTH 5717426,Cryptandra dielsii,Cryptandra,117.8,-31.4,10000
1477,PERTH 1503804,Cryptandra dielsii,Cryptandra,117.5,-31.6,13000
1478,PERTH 6280137,Cryptandra dielsii,Cryptandra,118.1,-31.9,10100
1479,PERTH 6280145,Cryptandra dielsii,Cryptandra,118.5,-31.9,10100
1480,PERTH 8020930,Cryptandra dielsii,Cryptandra,117.1,-30.9,10100
1481,PERTH 8300569,Cryptandra dielsii,Cryptandra,117.1,-30.9,20000
1482,MEL 0532321A,Cryptandra dielsii,Cryptandra,117.3,-31.8,10000
1483,PERTH 5717361,Cryptandra dielsii,Cryptandra,117.8,-31.4,10000
1484,PERTH 1503812,Cryptandra dielsii,Cryptandra,117.5,-31.6,13000
1485,PERTH 5666961,Cryptandra dielsii,Cryptandra,117.8,-31.4,10000
1486,PERTH 1503782,Cryptandra dielsii,Cryptandra,117.1,-30.9,20000
1487,PERTH 5717353,Cryptandra dielsii,Cryptandra,117.7,-31.4,10000
1488,PERTH 5717396,Cryptandra dielsii,Cryptandra,117.8,-31.4,10000
1489,PERTH 6856640,Cryptandra dielsii,Cryptandra,117.8,-31.4,10100
1490,PERTH 7858795,Cryptandra dielsii,Cryptandra,117,-31.2,10000
1491,PERTH 1503790,Cryptandra dielsii,Cryptandra,117.1,-30.9,10000
1492,PERTH 5717434,Cryptandra dielsii,Cryptandra,117.8,-31.4,10000
1493,CANB 721318.1,Cryptandra dielsii,Cryptandra,117.1,-30.9,11000
1494,PERTH 5530032,Cryptandra dielsii,Cryptandra,117.8,-31.4,13000
1495,PERTH 1503774,Cryptandra dielsii,Cryptandra,119.5,-32.8,10000
1496,MEL 2304334A,Cryptandra dielsii,Cryptandra,117.1,-30.9,20000
1497,PERTH 5628636,Cryptandra distigma,Cryptandra,123.5,-30.3,
1498,PERTH 7513224,Cryptandra distigma,Cryptandra,124.653889,-29.640083,100
1499,PERTH 4290305,Cryptandra distigma,Cryptandra,123.2938889,-30.29611111,
1500,PERTH 1515853,Cryptandra distigma,Cryptandra,123.415,-30.36305556,3000
1501,PERTH 1178040,Cryptandra distigma,Cryptandra,123.6833333,-30.23333333,
1502,PERTH 7758995,Cryptandra distigma,Cryptandra,119.253333,-33.831944,100
1503,PERTH 1517295,Cryptandra distigma,Cryptandra,122.95,-33.25444444,10000
1504,NSW 593813,Cryptandra distigma,Cryptandra,123.415,-30.3631,10000
1505,PERTH 8424586,Cryptandra distigma,Cryptandra,123.6091612,-29.93499258,100
1506,CANB 490432.1,Cryptandra distigma,Cryptandra,122.8167,-30.0833,1000
1507,PERTH 1166034,Cryptandra distigma,Cryptandra,122.8216667,-30.08305556,3000
1508,MEL 0239777A,Cryptandra distigma,Cryptandra,122.8217,-30.0831,1000
1509,PERTH 1515918,Cryptandra distigma,Cryptandra,123.7891667,-30.46638889,3000
1510,NSW 727205,Cryptandra distigma,Cryptandra,,,
1511,MEL 2445890A,Cryptandra distigma,Cryptandra,123.6091667,-29.935,1000
1512,PERTH 1515861,Cryptandra distigma,Cryptandra,123.6816667,-30.64027778,3000
1513,PERTH 1515888,Cryptandra distigma,Cryptandra,123.6816667,-30.64027778,3000
1514,PERTH 1515896,Cryptandra distigma,Cryptandra,123.6833333,-30.23333333,
1515,PERTH 1515837,Cryptandra distigma,Cryptandra,123.6833333,-30.23333333,
1516,PERTH 1515926,Cryptandra distigma,Cryptandra,123.5483333,-30.59555556,3000
1517,PERTH 9154329,Cryptandra distigma,Cryptandra,123.442528,-30.15025,100
1518,PERTH 4067460,Cryptandra distigma,Cryptandra,123.6861111,-30.225,
1519,PERTH 7932944,Cryptandra distigma,Cryptandra,119.837417,-30.02675,100
1520,PERTH 8148643,Cryptandra distigma,Cryptandra,123.7332743,-29.95143461,100
1521,PERTH 3422089,Cryptandra distigma,Cryptandra,121.6783333,-31.52444444,3000
1522,PERTH 5357179,Cryptandra distigma,Cryptandra,120.7811994,-32.64761731,100
1523,PERTH 1515829,Cryptandra distigma,Cryptandra,120.9333333,-31.13333333,
1524,MEL 2445889A,Cryptandra distigma,Cryptandra,120.5713889,-30.8663889,10000
1525,PERTH 2392356,Cryptandra distigma,Cryptandra,120.5713889,-30.86638889,3000
1526,PERTH 1515845,Cryptandra distigma,Cryptandra,123.415,-30.725,3000
1527,NE 11603,Cryptandra ericoides,Cryptandra,151.25,-33.78333333,
1528,NSW 654001,Cryptandra ericoides,Cryptandra,,,
1529,CBG 16546.1,Cryptandra ericoides,Cryptandra,151.1667,-33.9833,10000
1530,CBG 9312490.1,Cryptandra ericoides,Cryptandra,149.9653,-37.4489,50
1531,NSW 707190,Cryptandra ericoides,Cryptandra,150.38,-33.72,10000
1532,AD 250479,Cryptandra ericoides,Cryptandra,151.2176048,-33.96529636,10000
1533,NSW 653758,Cryptandra ericoides,Cryptandra,,,
1534,NSW 654002,Cryptandra ericoides,Cryptandra,150.82,-35.02,5000
1535,CBG 2626.1,Cryptandra ericoides,Cryptandra,150.3667,-33.7333,25000
1536,WOLL11275,Cryptandra ericoides,Cryptandra,150.2338468,-34.29871163,1000
1537,NSW 654087,Cryptandra ericoides,Cryptandra,151.22,-33.75,5000
1538,MEL 2252741A,Cryptandra ericoides,Cryptandra,150.3833,-33.7167,10000
1539,CANB 533349.1,Cryptandra ericoides,Cryptandra,151.2167,-33.9667,10000
1540,CANB 15381.1,Cryptandra ericoides,Cryptandra,151.2333,-33.75,5000
1541,NSW 85006,Cryptandra ericoides,Cryptandra,150.57,-35.17,
1542,CANB 725932.1,Cryptandra ericoides,Cryptandra,151.2167,-33.9667,1000
1543,CBG 8414144.1,Cryptandra ericoides,Cryptandra,150.0167,-37.2167,1000
1544,MEL 2309907A,Cryptandra ericoides,Cryptandra,151.2167,-33.75,10000
1545,NSW 474366,Cryptandra ericoides,Cryptandra,151.22,-33.97,10000
1546,MEL 2472751A,Cryptandra ericoides,Cryptandra,151.2666667,-33.86666667,10000
1547,NSW 515535,Cryptandra ericoides,Cryptandra,151.22,-33.97,5000
1548,NSW 653775,Cryptandra ericoides,Cryptandra,151.27,-33.87,5000
1549,NSW 653760,Cryptandra ericoides,Cryptandra,150.32,-33.72,10000
1550,NSW 733631,Cryptandra ericoides,Cryptandra,150.48,-33.57,
1551,CBG 11252.1,Cryptandra ericoides,Cryptandra,150.4,-33.8,3000
1552,AD 95643019,Cryptandra ericoides,Cryptandra,151.2676032,-33.86529581,10000
1553,NSW 653769,Cryptandra ericoides,Cryptandra,151.27,-33.92,10000
1554,NSW 653766,Cryptandra ericoides,Cryptandra,150.7525,-34.9264,2000
1555,CBG 9913881.1,Cryptandra ericoides,Cryptandra,149.8667,-37.3944,1000
1556,CBG 28636.1,Cryptandra ericoides,Cryptandra,151.1333,-34.1,2000
1557,NSW 733632,Cryptandra ericoides,Cryptandra,151.05,-34.07,25000
1558,NSW 653778,Cryptandra ericoides,Cryptandra,151.22,-34,10000
1559,NSW 653755,Cryptandra ericoides,Cryptandra,150.35,-33.67,10000
1560,NSW 653756,Cryptandra ericoides,Cryptandra,150.75,-34.75,10000
1561,NE 29564,Cryptandra ericoides,Cryptandra,151.2333333,-33.75,
1562,CANB 650130.2,Cryptandra ericoides,Cryptandra,149.8853,-37.3883,50
1563,MEL 2103230A,Cryptandra ericoides,Cryptandra,150.6,-34.7167,10000
1564,NSW 654008,Cryptandra ericoides,Cryptandra,,,
1565,AD 250478,Cryptandra ericoides,Cryptandra,151.2176051,-33.99862943,10000
1566,CANB 278606.1,Cryptandra ericoides,Cryptandra,151.2667,-33.85,5000
1567,NSW 653770,Cryptandra ericoides,Cryptandra,151.22,-34,10000
1568,CANB 650130.1,Cryptandra ericoides,Cryptandra,149.8853,-37.3883,50
1569,NSW 653771,Cryptandra ericoides,Cryptandra,151.27,-33.85,10000
1570,NSW 654004,Cryptandra ericoides,Cryptandra,,,
1571,WOLL3762,Cryptandra ericoides,Cryptandra,150.2847993,-34.93318559,1000
1572,NSW 654010,Cryptandra ericoides,Cryptandra,,,
1573,NSW 654005,Cryptandra ericoides,Cryptandra,149.9061,-37.2433,200
1574,NSW 654009,Cryptandra ericoides,Cryptandra,,,
1575,CBG 9309895.1,Cryptandra ericoides,Cryptandra,149.9167,-37.4958,1000
1576,HO587616,Cryptandra ericoides,Cryptandra,149.935091,-37.489125,1000
1577,NSW 393168,Cryptandra ericoides,Cryptandra,150.22,-35.17,
1578,NSW 653754,Cryptandra ericoides,Cryptandra,150.37,-33.57,10000
1579,CANB 10465.1,Cryptandra ericoides,Cryptandra,150.2833,-33.6333,3000
1580,CBG 20418.1,Cryptandra ericoides,Cryptandra,150.4667,-35.35,3000
1581,NSW 653763,Cryptandra ericoides,Cryptandra,,,
1582,WOLL8051,Cryptandra ericoides,Cryptandra,151.0054999,-34.09333077,1000
1583,SP096060/A,Cryptandra ericoides,Cryptandra,,,
1584,NSW 654089,Cryptandra ericoides,Cryptandra,150.83,-34.05,10000
1585,NSW 653776,Cryptandra ericoides,Cryptandra,151.25,-33.92,10000
1586,CBG 13941.1,Cryptandra ericoides,Cryptandra,151.2333,-33.7167,3000
1587,NSW 877508,Cryptandra ericoides,Cryptandra,150.98,-34.13,
1588,NSW 653757,Cryptandra ericoides,Cryptandra,150.47,-33.72,10000
1589,CBG 9709728.1,Cryptandra ericoides,Cryptandra,149.9833,-37.1667,
1590,NSW 515526,Cryptandra ericoides,Cryptandra,151.07,-34.07,25000
1591,CANB 567124.1,Cryptandra ericoides,Cryptandra,150,-37.25,10000
1592,NSW 654088,Cryptandra ericoides,Cryptandra,151.2,-33.6,25000
1593,NSW 654090,Cryptandra ericoides,Cryptandra,151,-34.12,5000
1594,CANB 109971.1,Cryptandra ericoides,Cryptandra,150.4833,-33.7333,5000
1595,MEL 2404811A,Cryptandra ericoides,Cryptandra,149.9341667,-37.49055556,50
1596,NSW 266371,Cryptandra ericoides,Cryptandra,151.2611111,-33.75,1000
1597,CANB 610879.1,Cryptandra ericoides,Cryptandra,150.7511,-35.1472,1000
1598,NSW 524109,Cryptandra ericoides,Cryptandra,,,
1599,NSW 474367,Cryptandra ericoides,Cryptandra,151.13,-33.92,10000
1600,CANB 830893.1,Cryptandra ericoides,Cryptandra,149.9342,-37.4906,50
1601,CBG 9313934.1,Cryptandra ericoides,Cryptandra,149.95,-37.4231,100
1602,CBG 2620.1,Cryptandra ericoides,Cryptandra,151.2167,-33.7667,1000
1603,NSW 652640,Cryptandra ericoides,Cryptandra,151.22,-33.8,5000
1604,NSW 822161,Cryptandra ericoides,Cryptandra,151.22,-33.77,2000
1605,NSW 273292,Cryptandra ericoides,Cryptandra,150.27,-34.95,
1606,HO21190,Cryptandra ericoides,Cryptandra,151.267532,-33.815217,25000
1607,NSW 653765,Cryptandra ericoides,Cryptandra,151,-34.12,10000
1608,CANB 381884.1,Cryptandra ericoides,Cryptandra,150.2333,-35.2,1000
1609,AD 98005084,Cryptandra ericoides,Cryptandra,151.2509374,-33.96529613,10000
1610,MEL 1593980A,Cryptandra ericoides,Cryptandra,149.9167,-37.4958,1000
1611,MEL 2016748A,Cryptandra ericoides,Cryptandra,150,-37.1667,1000
1612,NSW 653768,Cryptandra ericoides,Cryptandra,151.35,-33.47,10000
1613,CBG 9512300.1,Cryptandra ericoides,Cryptandra,150.5833,-34.5833,1000
1614,CBG 9006235.1,Cryptandra ericoides,Cryptandra,149.95,-37.3833,1000
1615,WOLL1768,Cryptandra ericoides,Cryptandra,151.0499972,-34.10011368,1000
1616,MEL 2103229A,Cryptandra ericoides,Cryptandra,151.2667,-33.85,25000
1617,NE 63064,Cryptandra ericoides,Cryptandra,150.2666667,-33.63333333,
1618,MEL 2472750A,Cryptandra ericoides,Cryptandra,151.2166667,-33.96666667,10000
1619,ERBG-5570,Cryptandra ericoides,Cryptandra,150.2522222,-35.17777778,50
1620,AD 98005086,Cryptandra ericoides,Cryptandra,151.2676029,-33.83196174,10000
1621,MEL 2103227A,Cryptandra ericoides,Cryptandra,151.2667,-33.85,10000
1622,AD 98005085,Cryptandra ericoides,Cryptandra,151.1842692,-33.74862912,10000
1623,NSW 273288,Cryptandra ericoides,Cryptandra,151.23,-33.77,10000
1624,AD 250477,Cryptandra ericoides,Cryptandra,151.2509369,-33.91529603,10000
1625,CANB 381928.1,Cryptandra ericoides,Cryptandra,150.3167,-35.2167,1000
1626,NSW 653767,Cryptandra ericoides,Cryptandra,151.02,-33.77,10000
1627,NSW 439346,Cryptandra ericoides,Cryptandra,150.3366667,-33.5969444,50
1628,CANB 381929.1,Cryptandra ericoides,Cryptandra,150.3,-35.1833,5000
1629,NSW 654007,Cryptandra ericoides,Cryptandra,150.23,-35.2,2000
1630,NSW 653777,Cryptandra ericoides,Cryptandra,151.22,-33.97,5000
1631,NSW 653773,Cryptandra ericoides,Cryptandra,,,
1632,CANB 256514.1,Cryptandra ericoides,Cryptandra,150.2667,-35.1333,5000
1633,CBG 9006235.2,Cryptandra ericoides,Cryptandra,149.95,-37.3833,1000
1634,NSW 653759,Cryptandra ericoides,Cryptandra,150.37,-33.5,10000
1635,MEL 2103232A,Cryptandra ericoides,Cryptandra,150.75,-35,25000
1636,AD 228903,Cryptandra ericoides,Cryptandra,150.2676279,-34.94863828,10000
1637,NSW 653772,Cryptandra ericoides,Cryptandra,151.1,-33.7,5000
1638,NSW 653774,Cryptandra ericoides,Cryptandra,151.02,-34.07,10000
1639,CANB 530555.1,Cryptandra ericoides,Cryptandra,150.3367,-33.5969,50
1640,NSW 654003,Cryptandra ericoides,Cryptandra,150.72,-35.12,10000
1641,MEL 2325313A,Cryptandra ericoides,Cryptandra,150.4667,-35.35,25000
1642,SP096060/B,Cryptandra ericoides,Cryptandra,,,
1643,CBG 7800646.1,Cryptandra ericoides,Cryptandra,151.1833,-33.8667,25000
1644,MEL 2103523A,Cryptandra ericoides,Cryptandra,149.95,-35.55,25000
1645,MEL 2103225A,Cryptandra ericoides,Cryptandra,,,
1646,MEL 2103226A,Cryptandra ericoides,Cryptandra,,,
1647,MEL 0671607A,Cryptandra ericoides,Cryptandra,150,-37.175,1000
1648,NSW 119814,Cryptandra ericoides,Cryptandra,,,
1649,MEL 2252742A,Cryptandra ericoides,Cryptandra,,,
1650,MEL 2094393A,Cryptandra ericoides,Cryptandra,151.2667,-33.85,25000
1651,MEL 2103231A,Cryptandra ericoides,Cryptandra,,,
1652,NSW 654086,Cryptandra ericoides,Cryptandra,151.22,-33.97,5000
1653,MEL 2103228A,Cryptandra ericoides,Cryptandra,,,
1654,NSW 707191,Cryptandra ericoides,Cryptandra,,,
1655,NSW 654006,Cryptandra ericoides,Cryptandra,150.47,-35.35,10000
1656,MEL 2105192A,Cryptandra ericoides,Cryptandra,,,
1657,AD 229053,Cryptandra ericoides,Cryptandra,150.4676292,-35.34863802,10000
1658,NE 29563,Cryptandra ericoides,Cryptandra,151.2666667,-33.66666667,
1659,AD 229033,Cryptandra ericoides,Cryptandra,150.4676292,-35.34863802,10000
1660,NSW 653762,Cryptandra ericoides,Cryptandra,149.9167,-37.4958,1000
1661,MEL 0706529A,Cryptandra exilis,Cryptandra,148.2667,-41.8,10000
1662,HO142330,Cryptandra exilis,Cryptandra,148.26131,-41.800058,50
1663,HO537199,Cryptandra exilis,Cryptandra,147.984366,-43.148614,1000
1664,HO320113,Cryptandra exilis,Cryptandra,147.918355,-42.226386,50
1665,MEL 2103233A,Cryptandra exilis,Cryptandra,147.85,-43.2,10000
1666,HO96909,Cryptandra exilis,Cryptandra,148.284348,-42.298606,1000
1667,HO551983,Cryptandra exilis,Cryptandra,148.261314,-41.798986,50
1668,HO119721,Cryptandra exilis,Cryptandra,148.234343,-41.931937,10000
1669,AD 98130438,Cryptandra exilis,Cryptandra,148.2344123,-41.9320191,10000
1670,HO52369,Cryptandra exilis,Cryptandra,148.250999,-41.215266,10000
1671,AD 97638302,Cryptandra exilis,Cryptandra,148.2382781,-40.39950995,10000
1672,MEL 0533757A,Cryptandra exilis,Cryptandra,148.25,-40.4,25000
1673,HO101271,Cryptandra exilis,Cryptandra,147.984366,-43.131946,10000
